Recovery:	00030.00	02.9286	00.0502	0000.0012
Recovery:	00060.00	02.9446	00.0494	0000.0024
Recovery:	00090.00	02.9563	00.0494	0000.0037
Recovery:	00120.00	02.9658	00.0494	0000.0049
Recovery:	00150.00	02.9740	00.0494	0000.0061
Recovery:	00180.00	02.9812	00.0494	0000.0073
Recovery:	00210.00	02.9876	00.0494	0000.0086
Recovery:	00240.00	02.9934	00.0494	0000.0098
Recovery:	00270.00	02.9987	00.0494	0000.0110
Recovery:	00300.00	03.0036	00.0494	0000.0123
Charging:	00030.00	03.0738	00.9997	0000.0256
Charging:	00060.00	03.1710	00.9997	0000.0520
Charging:	00090.00	03.2225	00.9997	0000.0789
Charging:	00120.00	03.2632	00.9997	0000.1061
Charging:	00150.00	03.2972	00.9997	0000.1335
Charging:	00180.00	03.3265	00.9997	0000.1612
Charging:	00210.00	03.3525	00.9997	0000.1892
Charging:	00240.00	03.3758	00.9997	0000.2173
Charging:	00270.00	03.3969	00.9997	0000.2456
Charging:	00300.00	03.4162	00.9997	0000.2740
Charging:	00330.00	03.4344	00.9997	0000.3027
Charging:	00360.00	03.4512	00.9997	0000.3314
Charging:	00390.00	03.4668	00.9997	0000.3603
Charging:	00420.00	03.4814	00.9997	0000.3893
Charging:	00450.00	03.4952	00.9997	0000.4184
Charging:	00480.00	03.5082	00.9997	0000.4476
Charging:	00510.00	03.5204	00.9997	0000.4770
Charging:	00540.00	03.5320	00.9997	0000.5064
Charging:	00570.00	03.5430	00.9997	0000.5359
Charging:	00600.00	03.5535	00.9997	0000.5655
Charging:	00630.00	03.5632	00.9997	0000.5952
Charging:	00660.00	03.5725	00.9997	0000.6250
Charging:	00690.00	03.5809	00.9997	0000.6548
Charging:	00720.00	03.5886	00.9997	0000.6847
Charging:	00750.00	03.5951	00.9997	0000.7146
Charging:	00780.00	03.6003	00.9997	0000.7446
Charging:	00810.00	03.6042	00.9997	0000.7746
Charging:	00840.00	03.6070	00.9997	0000.8047
Charging:	00870.00	03.6092	00.9997	0000.8348
Charging:	00900.00	03.6109	00.9997	0000.8648
Charging:	00930.00	03.6122	00.9997	0000.8949
Charging:	00960.00	03.6134	00.9997	0000.9250
Charging:	00990.00	03.6144	00.9997	0000.9551
Charging:	01020.00	03.6154	00.9997	0000.9853
Charging:	01050.00	03.6163	00.9997	0001.0154
Charging:	01080.00	03.6172	00.9997	0001.0455
Charging:	01110.00	03.6181	00.9997	0001.0757
Charging:	01140.00	03.6191	00.9997	0001.1058
Charging:	01170.00	03.6199	00.9997	0001.1360
Charging:	01200.00	03.6209	00.9997	0001.1661
Charging:	01230.00	03.6217	00.9997	0001.1963
Charging:	01260.00	03.6225	00.9997	0001.2265
Charging:	01290.00	03.6236	00.9997	0001.2567
Charging:	01320.00	03.6245	00.9997	0001.2869
Charging:	01350.00	03.6255	00.9997	0001.3171
Charging:	01380.00	03.6265	00.9997	0001.3473
Charging:	01410.00	03.6275	00.9997	0001.3775
Charging:	01440.00	03.6286	00.9997	0001.4077
Charging:	01470.00	03.6297	00.9997	0001.4380
Charging:	01500.00	03.6307	00.9997	0001.4682
Charging:	01530.00	03.6319	00.9997	0001.4985
Charging:	01560.00	03.6330	00.9997	0001.5287
Charging:	01590.00	03.6343	00.9997	0001.5590
Charging:	01620.00	03.6355	00.9997	0001.5893
Charging:	01650.00	03.6367	00.9997	0001.6196
Charging:	01680.00	03.6380	00.9997	0001.6499
Charging:	01710.00	03.6393	00.9997	0001.6802
Charging:	01740.00	03.6406	00.9997	0001.7106
Charging:	01770.00	03.6420	00.9997	0001.7409
Charging:	01800.00	03.6433	00.9997	0001.7712
Charging:	01830.00	03.6448	00.9997	0001.8016
Charging:	01860.00	03.6463	00.9997	0001.8320
Charging:	01890.00	03.6478	00.9997	0001.8624
Charging:	01920.00	03.6493	00.9997	0001.8928
Charging:	01950.00	03.6510	00.9997	0001.9232
Charging:	01980.00	03.6525	00.9997	0001.9536
Charging:	02010.00	03.6542	00.9997	0001.9841
Charging:	02040.00	03.6559	00.9997	0002.0145
Charging:	02070.00	03.6576	00.9997	0002.0450
Charging:	02100.00	03.6593	00.9997	0002.0755
Charging:	02130.00	03.6610	00.9997	0002.1060
Charging:	02160.00	03.6628	00.9997	0002.1365
Charging:	02190.00	03.6646	00.9997	0002.1670
Charging:	02220.00	03.6664	00.9997	0002.1976
Charging:	02250.00	03.6682	00.9997	0002.2281
Charging:	02280.00	03.6700	00.9997	0002.2587
Charging:	02310.00	03.6719	00.9997	0002.2893
Charging:	02340.00	03.6738	00.9997	0002.3199
Charging:	02370.00	03.6756	00.9997	0002.3505
Charging:	02400.00	03.6774	00.9997	0002.3812
Charging:	02430.00	03.6792	00.9997	0002.4118
Charging:	02460.00	03.6811	00.9997	0002.4425
Charging:	02490.00	03.6829	00.9997	0002.4731
Charging:	02520.00	03.6847	00.9997	0002.5038
Charging:	02550.00	03.6869	00.9997	0002.5346
Charging:	02580.00	03.6888	00.9997	0002.5653
Charging:	02610.00	03.6905	00.9997	0002.5960
Charging:	02640.00	03.6923	00.9997	0002.6268
Charging:	02670.00	03.6940	00.9997	0002.6576
Charging:	02700.00	03.6957	00.9997	0002.6884
Charging:	02730.00	03.6974	00.9997	0002.7192
Charging:	02760.00	03.6991	00.9997	0002.7500
Charging:	02790.00	03.7008	00.9997	0002.7808
Charging:	02820.00	03.7024	00.9997	0002.8117
Charging:	02850.00	03.7042	00.9997	0002.8425
Charging:	02880.00	03.7058	00.9997	0002.8734
Charging:	02910.00	03.7073	00.9997	0002.9043
Charging:	02940.00	03.7090	00.9997	0002.9352
Charging:	02970.00	03.7105	00.9997	0002.9661
Charging:	03000.00	03.7121	00.9997	0002.9970
Charging:	03030.00	03.7136	00.9997	0003.0279
Charging:	03060.00	03.7151	00.9997	0003.0589
Charging:	03090.00	03.7165	00.9997	0003.0899
Charging:	03120.00	03.7180	00.9997	0003.1208
Charging:	03150.00	03.7193	00.9997	0003.1518
Charging:	03180.00	03.7205	00.9997	0003.1828
Charging:	03210.00	03.7219	00.9997	0003.2138
Charging:	03240.00	03.7232	00.9997	0003.2448
Charging:	03270.00	03.7243	00.9997	0003.2759
Charging:	03300.00	03.7254	00.9997	0003.3069
Charging:	03330.00	03.7264	00.9997	0003.3379
Charging:	03360.00	03.7275	00.9997	0003.3690
Charging:	03390.00	03.7285	00.9997	0003.4001
Charging:	03420.00	03.7296	00.9997	0003.4311
Charging:	03450.00	03.7305	00.9997	0003.4622
Charging:	03480.00	03.7314	00.9997	0003.4933
Charging:	03510.00	03.7323	00.9997	0003.5244
Charging:	03540.00	03.7332	00.9997	0003.5555
Charging:	03570.00	03.7340	00.9997	0003.5866
Charging:	03600.00	03.7349	00.9997	0003.6177
Charging:	03630.00	03.7357	00.9997	0003.6488
Charging:	03660.00	03.7365	00.9997	0003.6800
Charging:	03690.00	03.7372	00.9997	0003.7111
Charging:	03720.00	03.7380	00.9997	0003.7422
Charging:	03750.00	03.7388	00.9997	0003.7734
Charging:	03780.00	03.7395	00.9997	0003.8045
Charging:	03810.00	03.7403	00.9997	0003.8357
Charging:	03840.00	03.7410	00.9997	0003.8669
Charging:	03870.00	03.7416	00.9997	0003.8980
Charging:	03900.00	03.7423	00.9997	0003.9292
Charging:	03930.00	03.7431	00.9997	0003.9604
Charging:	03960.00	03.7437	00.9997	0003.9916
Charging:	03990.00	03.7444	00.9997	0004.0228
Charging:	04020.00	03.7451	00.9997	0004.0540
Charging:	04050.00	03.7458	00.9997	0004.0852
Charging:	04080.00	03.7465	00.9997	0004.1164
Charging:	04110.00	03.7471	00.9997	0004.1476
Charging:	04140.00	03.7479	00.9997	0004.1788
Charging:	04170.00	03.7486	00.9997	0004.2101
Charging:	04200.00	03.7493	00.9997	0004.2413
Charging:	04230.00	03.7499	00.9997	0004.2725
Charging:	04260.00	03.7506	00.9997	0004.3038
Charging:	04290.00	03.7513	00.9997	0004.3350
