n=;116;Dir=;DO;T0=;14.89;P0=;80.54;T1=;66.92;P1=;23.30;a=; 3.1;529968875
n=;117;Dir=;UP;T0=;14.88;P0=;80.94;T1=;66.92;P1=;22.95;a=; 5.8;534525352
n=;118;Dir=;DO;T0=;14.89;P0=;80.81;T1=;66.91;P1=;23.82;a=; 3.1;539081392
n=;119;Dir=;UP;T0=;14.87;P0=;81.03;T1=;66.92;P1=;23.68;a=; 3.1;543637781
n=;120;Dir=;DO;T0=;14.88;P0=;80.84;T1=;66.91;P1=;22.80;a=; 3.1;548193949
n=;121;Dir=;UP;T0=;14.87;P0=;80.69;T1=;66.91;P1=;23.19;a=; 2.6;552750499
n=;122;Dir=;DO;T0=;14.89;P0=;80.90;T1=;66.91;P1=;23.38;a=; 3.1;557307141
n=;123;Dir=;UP;T0=;14.87;P0=;80.26;T1=;66.91;P1=;23.32;a=; 2.6;561864824
n=;124;Dir=;DO;T0=;14.88;P0=;81.15;T1=;66.91;P1=;23.31;a=; 2.6;566422631
n=;125;Dir=;UP;T0=;14.87;P0=;81.01;T1=;66.91;P1=;22.67;a=; 3.1;570975997
n=;126;Dir=;DO;T0=;14.88;P0=;80.72;T1=;66.91;P1=;24.25;a=; 2.6;575531818
n=;127;Dir=;UP;T0=;14.86;P0=;80.63;T1=;66.90;P1=;23.06;a=; 3.7;580089493
n=;128;Dir=;DO;T0=;14.88;P0=;80.84;T1=;66.90;P1=;23.77;a=; 3.1;584647241
n=;129;Dir=;UP;T0=;14.86;P0=;81.12;T1=;66.90;P1=;23.79;a=; 2.6;589205035
n=;130;Dir=;DO;T0=;14.87;P0=;80.54;T1=;66.90;P1=;23.71;a=; 3.1;593763177
n=;131;Dir=;UP;T0=;14.86;P0=;80.78;T1=;66.90;P1=;23.05;a=; 5.3;598316654
n=;132;Dir=;DO;T0=;14.87;P0=;80.48;T1=;66.90;P1=;23.65;a=; 2.6;602875027
n=;133;Dir=;UP;T0=;14.85;P0=;80.53;T1=;66.90;P1=;22.77;a=; 3.1;607432123
n=;134;Dir=;DO;T0=;14.87;P0=;80.90;T1=;66.90;P1=;22.86;a=; 3.1;611985642
