n=;1;T0=;74.16;P0=;9.16;T1=;17.71;P1=;47.80;a=;0.49597
n=;2;T0=;74.16;P0=;8.78;T1=;17.71;P1=;48.15;a=;0.49597
n=;3;T0=;74.16;P0=;10.15;T1=;17.70;P1=;48.13;a=;0.49597
n=;4;T0=;74.16;P0=;9.33;T1=;17.71;P1=;47.95;a=;0.00000
n=;5;T0=;74.16;P0=;9.89;T1=;17.70;P1=;47.97;a=;0.00000
n=;6;T0=;74.15;P0=;9.12;T1=;17.70;P1=;47.93;a=;1.02614
n=;7;T0=;74.15;P0=;8.80;T1=;17.70;P1=;47.80;a=;104.93978
n=;8;T0=;74.15;P0=;9.99;T1=;17.70;P1=;47.93;a=;0.00000
n=;9;T0=;74.15;P0=;9.95;T1=;17.70;P1=;47.90;a=;175.45260
n=;10;T0=;74.15;P0=;9.35;T1=;17.71;P1=;47.86;a=;0.00000
n=;11;T0=;74.15;P0=;8.92;T1=;17.70;P1=;47.88;a=;0.00000
n=;12;T0=;74.13;P0=;9.65;T1=;17.70;P1=;47.61;a=;0.49597
n=;13;T0=;74.14;P0=;9.53;T1=;17.69;P1=;48.79;a=;0.00000
n=;14;T0=;74.13;P0=;10.01;T1=;17.70;P1=;47.70;a=;1.55632
