0 007	061	+024.889	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	034	+027.872	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	060	+025.000	+00005 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	034	+027.872	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	034	+027.872	-01694 -01636 +02192	-000.529 -000.511 +000.685 +001.005
0 007	061	+024.889	+00004 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	034	+027.872	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00004 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	034	+027.872	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02406	+000.001 +000.737 +000.751 +001.053
1 007	033	+027.983	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02362 +02406	+000.001 +000.738 +000.751 +001.053
1 007	035	+027.762	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	036	+027.651	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	034	+027.872	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02362 +02406	+000.001 +000.738 +000.751 +001.053
1 007	033	+027.983	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	034	+027.872	-01694 -01635 +02193	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	036	+027.651	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00006 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	036	+027.651	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02361 +02406	+000.001 +000.737 +000.751 +001.053
1 007	034	+027.872	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00006 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	034	+027.872	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	036	+027.651	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	037	+027.541	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	035	+027.762	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	034	+027.872	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	064	+024.558	+00006 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	037	+027.541	-01695 -01636 +02192	-000.529 -000.511 +000.685 +001.005
0 007	061	+024.889	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	035	+027.762	-01695 -01636 +02192	-000.529 -000.511 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	034	+027.872	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	036	+027.651	-01694 -01636 +02192	-000.529 -000.511 +000.685 +001.005
0 007	061	+024.889	+00005 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	036	+027.651	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	033	+027.983	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	037	+027.541	-01694 -01635 +02193	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	036	+027.651	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	037	+027.541	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	036	+027.651	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	037	+027.541	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	035	+027.762	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	036	+027.651	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02406	+000.001 +000.737 +000.751 +001.053
1 007	036	+027.651	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	061	+024.889	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
1 007	036	+027.651	-01694 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	064	+024.558	+00005 +02362 +02406	+000.001 +000.738 +000.751 +001.053
1 007	034	+027.872	-01695 -01635 +02192	-000.529 -000.510 +000.685 +001.005
0 007	063	+024.668	+00005 +02362 +02407	+000.001 +000.738 +000.752 +001.053
1 007	035	+027.762	-01694 -01636 +02192	-000.529 -000.511 +000.685 +001.005
0 007	062	+024.779	+00005 +02361 +02407	+000.001 +000.737 +000.752 +001.053
